expert_rank,expert_zh,expert_en,title,material_type,year,primary_concept,concept_slugs,authors,publisher,container_title,source_url,source_title,source_type,doi,isbn13,openlibrary_key,google_books_id,evidence_level,api_enriched,notes_zh
68,阿夫魯姆・蘇達克,Avrum Soudack,https://library.tradingtechnologies.com/trade/chrt-ti-money-flow-index.html,source,,mfi,mfi;volume-analysis,,,,https://library.tradingtechnologies.com/trade/chrt-ti-money-flow-index.html,https://library.tradingtechnologies.com/trade/chrt-ti-money-flow-index.html,web_reference,,,,,medium,seed_source,Money Flow Index 共同創作者，MFI 也常被稱為加入成交量的 RSI。
68,阿夫魯姆・蘇達克,Avrum Soudack,https://help.stockstrader.com/en/support/solutions/articles/33000210228-money-flow-index-mfi-,source,,mfi,mfi;volume-analysis,,,,https://help.stockstrader.com/en/support/solutions/articles/33000210228-money-flow-index-mfi-,https://help.stockstrader.com/en/support/solutions/articles/33000210228-money-flow-index-mfi-,web_reference,,,,,medium,seed_source,Money Flow Index 共同創作者，MFI 也常被稱為加入成交量的 RSI。
69,彼得・馬丁,Peter G. Martin,The Investor's Guide to Fidelity Funds,book,1989,ulcer-index,ulcer-index;risk,"Martin, Peter G.",,,https://openlibrary.org/works/OL4775488W,The investor's guide to fidelity funds,book_catalog,,,/works/OL4775488W,,high,yes,Ulcer Index 共同創作者，用於衡量下行風險與回撤痛苦程度。
69,彼得・馬丁,Peter G. Martin,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/ulcer-index,source,,ulcer-index,ulcer-index;risk,,,,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/ulcer-index,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/ulcer-index,indicator_reference,,,,,medium,seed_source,Ulcer Index 共同創作者，用於衡量下行風險與回撤痛苦程度。
70,拜倫・麥肯,Byron McCann,The Investor's Guide to Fidelity Funds,book,1989,ulcer-index,ulcer-index;risk,"Martin, Peter G.",,,https://openlibrary.org/works/OL4775488W,The investor's guide to fidelity funds,book_catalog,,,/works/OL4775488W,,high,yes,Ulcer Index 共同作者，適合放入技術分析風險/回撤指標分類。
70,拜倫・麥肯,Byron McCann,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/ulcer-index,source,,ulcer-index,ulcer-index;risk,,,,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/ulcer-index,https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-indicators/ulcer-index,indicator_reference,,,,,medium,seed_source,Ulcer Index 共同作者，適合放入技術分析風險/回撤指標分類。
71,艾蒂安・博特斯,Etienne Botes,The Vortex Indicator,article,2010,vortex-indicator,vortex-indicator;trend-following,Bei Zhang; Xinyun Zhu; Yiwei Dong,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Instrumentation and Measurement,https://doi.org/10.1109/tim.2024.3418095,Vortex Retarder Allows Broadband Polarization Direction Indicator,academic_paper,10.1109/tim.2024.3418095,,,,high,yes,Vortex Indicator 共同創作者，該指標受 Wilder DMI 啟發，用於趨勢轉折與確認。
71,艾蒂安・博特斯,Etienne Botes,https://traders.com/documentation/feedbk_docs/2010/01/Botes.html,source,,vortex-indicator,vortex-indicator;trend-following,,,,https://traders.com/documentation/feedbk_docs/2010/01/Botes.html,https://traders.com/documentation/feedbk_docs/2010/01/Botes.html,web_reference,,,,,medium,seed_source,Vortex Indicator 共同創作者，該指標受 Wilder DMI 啟發，用於趨勢轉折與確認。
71,艾蒂安・博特斯,Etienne Botes,https://www.investopedia.com/terms/v/vortex-indicator-vi.asp,source,,vortex-indicator,vortex-indicator;trend-following,,,,https://www.investopedia.com/terms/v/vortex-indicator-vi.asp,https://www.investopedia.com/terms/v/vortex-indicator-vi.asp,indicator_reference,,,,,medium,seed_source,Vortex Indicator 共同創作者，該指標受 Wilder DMI 啟發，用於趨勢轉折與確認。
72,道格拉斯・西普曼,Douglas Siepman,The Vortex Indicator,article,2010,vortex-indicator,vortex-indicator;trend-following,Bei Zhang; Xinyun Zhu; Yiwei Dong,Institute of Electrical and Electronics Engineers (IEEE),IEEE Transactions on Instrumentation and Measurement,https://doi.org/10.1109/tim.2024.3418095,Vortex Retarder Allows Broadband Polarization Direction Indicator,academic_paper,10.1109/tim.2024.3418095,,,,high,yes,Vortex Indicator 共同創作者，適合歸檔於 DMI 類趨勢與方向變化指標。
72,道格拉斯・西普曼,Douglas Siepman,https://traders.com/documentation/feedbk_docs/2010/01/Botes.html,source,,vortex-indicator,vortex-indicator;trend-following,,,,https://traders.com/documentation/feedbk_docs/2010/01/Botes.html,https://traders.com/documentation/feedbk_docs/2010/01/Botes.html,web_reference,,,,,medium,seed_source,Vortex Indicator 共同創作者，適合歸檔於 DMI 類趨勢與方向變化指標。
72,道格拉斯・西普曼,Douglas Siepman,https://www.investopedia.com/terms/v/vortex-indicator-vi.asp,source,,vortex-indicator,vortex-indicator;trend-following,,,,https://www.investopedia.com/terms/v/vortex-indicator-vi.asp,https://www.investopedia.com/terms/v/vortex-indicator-vi.asp,indicator_reference,,,,,medium,seed_source,Vortex Indicator 共同創作者，適合歸檔於 DMI 類趨勢與方向變化指標。
73,奧利維耶・塞班,Olivier Seban,SuperTrend,indicator,2009,supertrend,supertrend;atr;trend-following,Olivier Seban,,,https://www.tradingview.com/support/solutions/43000634738-supertrend/,SuperTrend,web_reference,,,,,medium,no,SuperTrend 創作者，該指標以 ATR 與倍數形成趨勢方向線，在交易平台中非常常見。
73,奧利維耶・塞班,Olivier Seban,https://www.tradingview.com/support/solutions/43000634738-supertrend/,source,,supertrend,supertrend;atr;trend-following,,,,https://www.tradingview.com/support/solutions/43000634738-supertrend/,https://www.tradingview.com/support/solutions/43000634738-supertrend/,web_reference,,,,,medium,seed_source,SuperTrend 創作者，該指標以 ATR 與倍數形成趨勢方向線，在交易平台中非常常見。
73,奧利維耶・塞班,Olivier Seban,https://www.investopedia.com/supertrend-indicator-7976167,source,,supertrend,supertrend;atr;trend-following,,,,https://www.investopedia.com/supertrend-indicator-7976167,https://www.investopedia.com/supertrend-indicator-7976167,indicator_reference,,,,,medium,seed_source,SuperTrend 創作者，該指標以 ATR 與倍數形成趨勢方向線，在交易平台中非常常見。
74,漢克・普魯登,Hank Pruden,The Three Skills of Top Trading,book,2007,wyckoff-method,wyckoff-method;volume-analysis;systems-trading,Hank Pruden,,,https://openlibrary.org/works/OL9273040W,The Three Skills of Top Trading,book_catalog,,,/works/OL9273040W,,high,yes,將 Wyckoff 方法帶入學術與 CMT 教育脈絡，適合威科夫方法專家分類。
74,漢克・普魯登,Hank Pruden,https://www.wyckoffanalytics.com/hank-pruden/,source,,wyckoff-method,wyckoff-method;volume-analysis;systems-trading,,,,https://www.wyckoffanalytics.com/hank-pruden/,https://www.wyckoffanalytics.com/hank-pruden/,web_reference,,,,,medium,seed_source,將 Wyckoff 方法帶入學術與 CMT 教育脈絡，適合威科夫方法專家分類。
74,漢克・普魯登,Hank Pruden,https://chartschool.stockcharts.com/table-of-contents/market-analysis/wyckoff-analysis-articles/the-wyckoff-method-a-tutorial,source,,wyckoff-method,wyckoff-method;volume-analysis;systems-trading,,,,https://chartschool.stockcharts.com/table-of-contents/market-analysis/wyckoff-analysis-articles/the-wyckoff-method-a-tutorial,https://chartschool.stockcharts.com/table-of-contents/market-analysis/wyckoff-analysis-articles/the-wyckoff-method-a-tutorial,indicator_reference,,,,,medium,seed_source,將 Wyckoff 方法帶入學術與 CMT 教育脈絡，適合威科夫方法專家分類。
75,大衛・韋斯,David Weis,Trades About to Happen,book,2013,wyckoff-method,wyckoff-method;volume-analysis;price-action,David H. Weis; Alexander Elder,,,https://books.google.com/books/about/Trades_About_to_Happen.html?id=IPw1CgAAQBAJ,Trades about to Happen,book_catalog,,,/works/OL21471768W,,high,yes,把 Wyckoff 原理改編為現代量價與 Weis Wave 工具，是威科夫實戰資料的重要人物。
75,大衛・韋斯,David Weis,https://www.wyckoffanalytics.com/david-weis/,source,,wyckoff-method,wyckoff-method;volume-analysis;price-action,,,,https://www.wyckoffanalytics.com/david-weis/,https://www.wyckoffanalytics.com/david-weis/,web_reference,,,,,medium,seed_source,把 Wyckoff 原理改編為現代量價與 Weis Wave 工具，是威科夫實戰資料的重要人物。
75,大衛・韋斯,David Weis,https://books.google.com/books/about/Trades_About_to_Happen.html?id=IPw1CgAAQBAJ,source,,wyckoff-method,wyckoff-method;volume-analysis;price-action,,,,https://books.google.com/books/about/Trades_About_to_Happen.html?id=IPw1CgAAQBAJ,https://books.google.com/books/about/Trades_About_to_Happen.html?id=IPw1CgAAQBAJ,book_catalog,,,,,medium,seed_source,把 Wyckoff 原理改編為現代量價與 Weis Wave 工具，是威科夫實戰資料的重要人物。
76,湯姆・威廉斯,Tom Williams,Master the Markets,book,1993,volume-spread-analysis,volume-spread-analysis;wyckoff-method;volume-analysis,Rubén Villahermosa,,,https://openlibrary.org/works/OL29632674W,Master the Markets RESUMEN,book_catalog,,,/works/OL29632674W,,high,yes,Volume Spread Analysis 代表人物，將 Wyckoff 供需觀念整理為 VSA 量價差分析。
76,湯姆・威廉斯,Tom Williams,https://www.acmetrades.com/tom-williams,source,,volume-spread-analysis,volume-spread-analysis;wyckoff-method;volume-analysis,,,,https://www.acmetrades.com/tom-williams,https://www.acmetrades.com/tom-williams,web_reference,,,,,medium,seed_source,Volume Spread Analysis 代表人物，將 Wyckoff 供需觀念整理為 VSA 量價差分析。
76,湯姆・威廉斯,Tom Williams,https://www.tradeguider.com/resource_center1.asp,source,,volume-spread-analysis,volume-spread-analysis;wyckoff-method;volume-analysis,,,,https://www.tradeguider.com/resource_center1.asp,https://www.tradeguider.com/resource_center1.asp,web_reference,,,,,medium,seed_source,Volume Spread Analysis 代表人物，將 Wyckoff 供需觀念整理為 VSA 量價差分析。
77,A・W・科恩,A. W. Cohen,How to Use the Three-Point Reversal Method of Point & Figure Stock Market Trading,book,1947,point-and-figure,point-and-figure;breadth,A. W. Cohen,,,https://chartschool.stockcharts.com/table-of-contents/chart-analysis/point-and-figure-charts/point-and-figure-basics/introduction-to-point-and-figure-charts,How to Use the Three-Point Reversal Method of Point & Figure Stock Market Trading,indicator_reference,,,,,medium,no,被 StockCharts 介紹為經典 3-box reversal P&F 圖的代表人物之一。
77,A・W・科恩,A. W. Cohen,https://chartschool.stockcharts.com/table-of-contents/chart-analysis/point-and-figure-charts/point-and-figure-basics/introduction-to-point-and-figure-charts,source,,point-and-figure,point-and-figure;breadth,,,,https://chartschool.stockcharts.com/table-of-contents/chart-analysis/point-and-figure-charts/point-and-figure-basics/introduction-to-point-and-figure-charts,https://chartschool.stockcharts.com/table-of-contents/chart-analysis/point-and-figure-charts/point-and-figure-basics/introduction-to-point-and-figure-charts,indicator_reference,,,,,medium,seed_source,被 StockCharts 介紹為經典 3-box reversal P&F 圖的代表人物之一。
77,A・W・科恩,A. W. Cohen,https://books.google.com/books/about/How_to_Use_the_Three_point_Reversal_Meth.html?id=iMdEAAAAIAAJ,source,,point-and-figure,point-and-figure;breadth,,,,https://books.google.com/books/about/How_to_Use_the_Three_point_Reversal_Meth.html?id=iMdEAAAAIAAJ,https://books.google.com/books/about/How_to_Use_the_Three_point_Reversal_Meth.html?id=iMdEAAAAIAAJ,book_catalog,,,,,medium,seed_source,被 StockCharts 介紹為經典 3-box reversal P&F 圖的代表人物之一。
77,A・W・科恩,A. W. Cohen,https://openlibrary.org/works/OL174845W/How_to_use_the_three-point_reversal_method_of_point_figure_stock_market_trading,source,,point-and-figure,point-and-figure;breadth,,,,https://openlibrary.org/works/OL174845W/How_to_use_the_three-point_reversal_method_of_point_figure_stock_market_trading,https://openlibrary.org/works/OL174845W/How_to_use_the_three-point_reversal_method_of_point_figure_stock_market_trading,book_catalog,,,,,medium,seed_source,被 StockCharts 介紹為經典 3-box reversal P&F 圖的代表人物之一。
78,湯瑪斯・多爾西,Thomas J. Dorsey,Point & Figure Charting,book,1995,point-and-figure,point-and-figure;relative-strength,Thomas J. Dorsey,,,https://openlibrary.org/works/OL22846866W,RTR point & figure charting,book_catalog,,,/works/OL22846866W,,high,yes,現代 Point & Figure 教育與相對強弱分析代表人物，Nasdaq Dorsey Wright 方法與其相關。
78,湯瑪斯・多爾西,Thomas J. Dorsey,https://www.investopedia.com/terms/p/pointandfigurechart.asp,source,,point-and-figure,point-and-figure;relative-strength,,,,https://www.investopedia.com/terms/p/pointandfigurechart.asp,https://www.investopedia.com/terms/p/pointandfigurechart.asp,indicator_reference,,,,,medium,seed_source,現代 Point & Figure 教育與相對強弱分析代表人物，Nasdaq Dorsey Wright 方法與其相關。
78,湯瑪斯・多爾西,Thomas J. Dorsey,https://oxlive.dorseywright.com/university/faq.html,source,,point-and-figure,point-and-figure;relative-strength,,,,https://oxlive.dorseywright.com/university/faq.html,https://oxlive.dorseywright.com/university/faq.html,web_reference,,,,,medium,seed_source,現代 Point & Figure 教育與相對強弱分析代表人物，Nasdaq Dorsey Wright 方法與其相關。
79,傑瑞米・杜普萊西斯,Jeremy du Plessis,The Definitive Guide to Point and Figure,book,2005,point-and-figure,point-and-figure;bollinger-bands;rsi,Jeremy Du Plessis,,,https://openlibrary.org/works/OL8916043W,The Definitive Guide to Point and Figure,book_catalog,,,/works/OL8916043W,,high,yes,點數圖現代教材代表作者，尤其適合 P&F 與其他技術指標整合分類。
79,傑瑞米・杜普萊西斯,Jeremy du Plessis,21st Century Point and Figure,book,2015,point-and-figure,point-and-figure;bollinger-bands;rsi,Jeremy du Plessis,,,https://harriman-house.com/authors/jeremy-du-plessis/21st-century-point-and-figure/9780857194428,21st Century Point and Figure,book_reference,,,/works/OL27368249W,,medium,yes,點數圖現代教材代表作者，尤其適合 P&F 與其他技術指標整合分類。
79,傑瑞米・杜普萊西斯,Jeremy du Plessis,https://harriman-house.com/authors/jeremy-du-plessis/21st-century-point-and-figure/9780857194428,source,,point-and-figure,point-and-figure;bollinger-bands;rsi,,,,https://harriman-house.com/authors/jeremy-du-plessis/21st-century-point-and-figure/9780857194428,https://harriman-house.com/authors/jeremy-du-plessis/21st-century-point-and-figure/9780857194428,web_reference,,,,,medium,seed_source,點數圖現代教材代表作者，尤其適合 P&F 與其他技術指標整合分類。
80,彼得・史戴梅爾,J. Peter Steidlmayer,Markets and Market Logic,book,1986,market-profile,market-profile;volume-analysis;support-resistance,J. Peter Steidlmayer,,,https://openlibrary.org/works/OL3367422W,Markets and market logic,book_catalog,,,/works/OL3367422W,,high,yes,Market Profile 創始者，把拍賣市場、時間價格機會與價值區概念帶入交易分析。
80,彼得・史戴梅爾,J. Peter Steidlmayer,Steidlmayer on Markets,book,1989,market-profile,market-profile;volume-analysis;support-resistance,J. Peter Steidlmayer,,,https://www.profiletrading.com/about/,Steidlmayer on Markets,book_reference,,,,,medium,no,Market Profile 創始者，把拍賣市場、時間價格機會與價值區概念帶入交易分析。
80,彼得・史戴梅爾,J. Peter Steidlmayer,https://www.profiletrading.com/about/,source,,market-profile,market-profile;volume-analysis;support-resistance,,,,https://www.profiletrading.com/about/,https://www.profiletrading.com/about/,web_reference,,,,,medium,seed_source,Market Profile 創始者，把拍賣市場、時間價格機會與價值區概念帶入交易分析。
81,詹姆斯・道爾頓,James F. Dalton,Mind Over Markets,book,1990,market-profile,market-profile;price-action,James F. Dalton,,,https://openlibrary.org/works/OL16956321W,Mind over markets,book_catalog,,,/works/OL16956321W,,high,yes,Market Profile 主要教材作者之一，讓拍賣市場與市場結構方法更容易被交易者使用。
81,詹姆斯・道爾頓,James F. Dalton,Markets in Profile,book,2007,market-profile,market-profile;price-action,James F. Dalton,,,https://jimdaltontrading.com/books/,Markets in Profile,book_reference,,,,,medium,no,Market Profile 主要教材作者之一，讓拍賣市場與市場結構方法更容易被交易者使用。
81,詹姆斯・道爾頓,James F. Dalton,https://jimdaltontrading.com/books/,source,,market-profile,market-profile;price-action,,,,https://jimdaltontrading.com/books/,https://jimdaltontrading.com/books/,web_reference,,,,,medium,seed_source,Market Profile 主要教材作者之一，讓拍賣市場與市場結構方法更容易被交易者使用。
82,馬克・費雪,Mark B. Fisher,The Logical Trader,book,2002,acd-method,acd-method;opening-range-breakout;support-resistance,Mark B. Fisher,,,https://openlibrary.org/works/OL8226709W,The Logical Trader,book_catalog,,,/works/OL8226709W,,high,yes,ACD 方法以開盤區間、A/C 點與 Pivot Range 判斷趨勢強弱，常見於短線/商品交易。
82,馬克・費雪,Mark B. Fisher,https://www.investopedia.com/articles/technical/04/032404.asp,source,,acd-method,acd-method;opening-range-breakout;support-resistance,,,,https://www.investopedia.com/articles/technical/04/032404.asp,https://www.investopedia.com/articles/technical/04/032404.asp,indicator_reference,,,,,medium,seed_source,ACD 方法以開盤區間、A/C 點與 Pivot Range 判斷趨勢強弱，常見於短線/商品交易。
82,馬克・費雪,Mark B. Fisher,https://www.investopedia.com/articles/technical/04/040704.asp,source,,acd-method,acd-method;opening-range-breakout;support-resistance,,,,https://www.investopedia.com/articles/technical/04/040704.asp,https://www.investopedia.com/articles/technical/04/040704.asp,indicator_reference,,,,,medium,seed_source,ACD 方法以開盤區間、A/C 點與 Pivot Range 判斷趨勢強弱，常見於短線/商品交易。
83,托比・克拉貝爾,Toby Crabel,Day Trading with Short Term Price Patterns and Opening Range Breakout,book,1990,opening-range-breakout,opening-range-breakout;price-action;volatility,Toby Crabel,,,https://openlibrary.org/works/OL4182598W,Day trading with short term price patterns and opening range breakout,book_catalog,,,/works/OL4182598W,,high,yes,短線價格型態、Narrow Range 與 Opening Range Breakout 的重要作者。
83,托比・克拉貝爾,Toby Crabel,https://oxfordstrat.com/trading-strategies/toby-crabel-narrow-range-1/,source,,opening-range-breakout,opening-range-breakout;price-action;volatility,,,,https://oxfordstrat.com/trading-strategies/toby-crabel-narrow-range-1/,https://oxfordstrat.com/trading-strategies/toby-crabel-narrow-range-1/,web_reference,,,,,medium,seed_source,短線價格型態、Narrow Range 與 Opening Range Breakout 的重要作者。
84,維克多・斯佩蘭迪奧,Victor Sperandeo,Trader Vic: Methods of a Wall Street Master,book,1991,price-action,price-action;trend-following;support-resistance,Victor Sperandeo; T. Sullivan Brown,,,https://openlibrary.org/works/OL18181019W,Trader Vic-- methods of a Wall Street master,book_catalog,,,/works/OL18181019W,,high,yes,Trader Vic 2B 與 1-2-3 反轉方法常被技術交易者引用，用於趨勢失敗與反轉判斷。
84,維克多・斯佩蘭迪奧,Victor Sperandeo,https://thepatternsite.com/2B.html,source,,price-action,price-action;trend-following;support-resistance,,,,https://thepatternsite.com/2B.html,https://thepatternsite.com/2B.html,web_reference,,,,,medium,seed_source,Trader Vic 2B 與 1-2-3 反轉方法常被技術交易者引用，用於趨勢失敗與反轉判斷。
85,羅伯特・邁納,Robert C. Miner,Dynamic Trading,book,1997,elliott-wave,elliott-wave;fibonacci;momentum,Robert C. Miner,,,https://dynamictraders.com/dt-books/,Dynamic Trading,book_reference,,,,,medium,no,Dynamic Trading 結合時間、價格、型態與動量，常被波浪與 Fibonacci 交易者引用。
85,羅伯特・邁納,Robert C. Miner,https://dynamictraders.com/dt-books/,source,,elliott-wave,elliott-wave;fibonacci;momentum,,,,https://dynamictraders.com/dt-books/,https://dynamictraders.com/dt-books/,web_reference,,,,,medium,seed_source,Dynamic Trading 結合時間、價格、型態與動量，常被波浪與 Fibonacci 交易者引用。
85,羅伯特・邁納,Robert C. Miner,https://books.google.com/books/about/Dynamic_Trading.html?id=ymtaAAAAYAAJ,source,,elliott-wave,elliott-wave;fibonacci;momentum,,,,https://books.google.com/books/about/Dynamic_Trading.html?id=ymtaAAAAYAAJ,https://books.google.com/books/about/Dynamic_Trading.html?id=ymtaAAAAYAAJ,book_catalog,,,,,medium,seed_source,Dynamic Trading 結合時間、價格、型態與動量，常被波浪與 Fibonacci 交易者引用。
85,羅伯特・邁納,Robert C. Miner,https://www.amazon.com/Dynamic-Trading-Practical-Strategies-Investors/dp/093438083X,source,,elliott-wave,elliott-wave;fibonacci;momentum,,,,https://www.amazon.com/Dynamic-Trading-Practical-Strategies-Investors/dp/093438083X,https://www.amazon.com/Dynamic-Trading-Practical-Strategies-Investors/dp/093438083X,book_catalog,,,,,medium,seed_source,Dynamic Trading 結合時間、價格、型態與動量，常被波浪與 Fibonacci 交易者引用。
86,卡洛琳・波羅登,Carolyn Boroden,Fibonacci Trading,book,2008,fibonacci,fibonacci;support-resistance;elliott-wave,Carolyn Boroden,,,https://www.moneyshow.com/expert/ote17731/carolyn-boroden/,Fibonacci Trading,book_reference,,,,,medium,no,以 Fibonacci 時間與價格分析聞名，適合專屬歸檔於 Fibonacci 分析專家。
86,卡洛琳・波羅登,Carolyn Boroden,https://www.moneyshow.com/expert/ote17731/carolyn-boroden/,source,,fibonacci,fibonacci;support-resistance;elliott-wave,,,,https://www.moneyshow.com/expert/ote17731/carolyn-boroden/,https://www.moneyshow.com/expert/ote17731/carolyn-boroden/,web_reference,,,,,medium,seed_source,以 Fibonacci 時間與價格分析聞名，適合專屬歸檔於 Fibonacci 分析專家。
86,卡洛琳・波羅登,Carolyn Boroden,https://www.elliottwavetrader.net/analyst/Carolyn-Boroden,source,,fibonacci,fibonacci;support-resistance;elliott-wave,,,,https://www.elliottwavetrader.net/analyst/Carolyn-Boroden,https://www.elliottwavetrader.net/analyst/Carolyn-Boroden,web_reference,,,,,medium,seed_source,以 Fibonacci 時間與價格分析聞名，適合專屬歸檔於 Fibonacci 分析專家。
87,喬・迪納波利,Joe DiNapoli,DiNapoli Levels,book,1998,fibonacci,fibonacci;support-resistance,Joe DiNapoli,,,https://www.mql5.com/en/articles/3061,DiNapoli Levels,book_reference,,,,,medium,no,DiNapoli Levels 是 Fibonacci 回撤/擴展的實戰化方法，常用於關鍵支撐阻力。
87,喬・迪納波利,Joe DiNapoli,https://www.mql5.com/en/articles/3061,source,,fibonacci,fibonacci;support-resistance,,,,https://www.mql5.com/en/articles/3061,https://www.mql5.com/en/articles/3061,web_reference,,,,,medium,seed_source,DiNapoli Levels 是 Fibonacci 回撤/擴展的實戰化方法，常用於關鍵支撐阻力。
87,喬・迪納波利,Joe DiNapoli,https://www.amazon.com/DiNapoli-Levels-Practical-Application-Investment/dp/1891159046,source,,fibonacci,fibonacci;support-resistance,,,,https://www.amazon.com/DiNapoli-Levels-Practical-Application-Investment/dp/1891159046,https://www.amazon.com/DiNapoli-Levels-Practical-Application-Investment/dp/1891159046,book_catalog,,,,,medium,seed_source,DiNapoli Levels 是 Fibonacci 回撤/擴展的實戰化方法，常用於關鍵支撐阻力。
87,喬・迪納波利,Joe DiNapoli,https://www.moneyshow.com/expert/2160spk/,source,,fibonacci,fibonacci;support-resistance,,,,https://www.moneyshow.com/expert/2160spk/,https://www.moneyshow.com/expert/2160spk/,web_reference,,,,,medium,seed_source,DiNapoli Levels 是 Fibonacci 回撤/擴展的實戰化方法，常用於關鍵支撐阻力。
88,艾倫・安德魯斯,Alan Andrews,Andrews' Pitchfork,drawing_tool,,andrew-pitchfork,andrew-pitchfork;support-resistance;price-action,Alan Andrews,,,https://www.investopedia.com/articles/forex/05/andrewspitchfork.asp,Andrews' Pitchfork,indicator_reference,,,,,medium,no,Andrews' Pitchfork 以三點繪製中線與平行通道，是支撐阻力和趨勢通道工具。
88,艾倫・安德魯斯,Alan Andrews,https://www.investopedia.com/articles/forex/05/andrewspitchfork.asp,source,,andrew-pitchfork,andrew-pitchfork;support-resistance;price-action,,,,https://www.investopedia.com/articles/forex/05/andrewspitchfork.asp,https://www.investopedia.com/articles/forex/05/andrewspitchfork.asp,indicator_reference,,,,,medium,seed_source,Andrews' Pitchfork 以三點繪製中線與平行通道，是支撐阻力和趨勢通道工具。
88,艾倫・安德魯斯,Alan Andrews,https://www.optuma.com/blog/pitchforks-part-1,source,,andrew-pitchfork,andrew-pitchfork;support-resistance;price-action,,,,https://www.optuma.com/blog/pitchforks-part-1,https://www.optuma.com/blog/pitchforks-part-1,web_reference,,,,,medium,seed_source,Andrews' Pitchfork 以三點繪製中線與平行通道，是支撐阻力和趨勢通道工具。
89,亞瑟・梅里爾,Arthur A. Merrill,Filtered Waves: Basic Theory,book,1977,chart-patterns,chart-patterns;cycle-analysis;backtesting,Arthur A. Merrill,,,https://www.amazon.com/Filtered-Waves-Basic-Theory-Analysis/dp/0911894365,Filtered Waves: Basic Theory,book_catalog,,,,,high,no,以 M/W 型態與 Filtered Waves 著作聞名，是早期量化型圖表研究人物。
89,亞瑟・梅里爾,Arthur A. Merrill,Behavior of Prices on Wall Street,book,1966,chart-patterns,chart-patterns;cycle-analysis;backtesting,Arthur A. Merrill,,,https://www.amazon.com/Filtered-Waves-Basic-Theory-Analysis/dp/0911894365,Behavior of Prices on Wall Street,book_catalog,,,,,high,no,以 M/W 型態與 Filtered Waves 著作聞名，是早期量化型圖表研究人物。
89,亞瑟・梅里爾,Arthur A. Merrill,https://www.amazon.com/Filtered-Waves-Basic-Theory-Analysis/dp/0911894365,source,,chart-patterns,chart-patterns;cycle-analysis;backtesting,,,,https://www.amazon.com/Filtered-Waves-Basic-Theory-Analysis/dp/0911894365,https://www.amazon.com/Filtered-Waves-Basic-Theory-Analysis/dp/0911894365,book_catalog,,,,,medium,seed_source,以 M/W 型態與 Filtered Waves 著作聞名，是早期量化型圖表研究人物。
89,亞瑟・梅里爾,Arthur A. Merrill,https://books.google.com/books/about/Behavior_of_Prices_on_Wall_Street.html?id=wEsUAQAAMAAJ,source,,chart-patterns,chart-patterns;cycle-analysis;backtesting,,,,https://books.google.com/books/about/Behavior_of_Prices_on_Wall_Street.html?id=wEsUAQAAMAAJ,https://books.google.com/books/about/Behavior_of_Prices_on_Wall_Street.html?id=wEsUAQAAMAAJ,book_catalog,,,,,medium,seed_source,以 M/W 型態與 Filtered Waves 著作聞名，是早期量化型圖表研究人物。
89,亞瑟・梅里爾,Arthur A. Merrill,https://openlibrary.org/books/OL5991950M/Behavior_of_prices_on_Wall_Street.,source,,chart-patterns,chart-patterns;cycle-analysis;backtesting,,,,https://openlibrary.org/books/OL5991950M/Behavior_of_prices_on_Wall_Street.,https://openlibrary.org/books/OL5991950M/Behavior_of_prices_on_Wall_Street.,book_catalog,,,,,medium,seed_source,以 M/W 型態與 Filtered Waves 著作聞名，是早期量化型圖表研究人物。
90,漢弗萊・尼爾,Humphrey B. Neill,Tape Reading and Market Tactics,book,1931,tape-reading,tape-reading;sentiment;price-action,Humphrey Bancroft Neill,,,https://books.google.com/books/about/Tape_Reading_and_Market_Tactics.html?id=XuiREQAAQBAJ,Tape reading and market tactics,book_catalog,,,/works/OL10344334W,,high,yes,讀帶與逆向思考經典作者，適合情緒、盤口與早期技術分析文獻分類。
90,漢弗萊・尼爾,Humphrey B. Neill,The Art of Contrary Thinking,book,1954,tape-reading,tape-reading;sentiment;price-action,Humphrey B. Neill,,,https://openlibrary.org/works/OL6356603W,The art of contrary thinking,book_catalog,,,/works/OL6356603W,,high,yes,讀帶與逆向思考經典作者，適合情緒、盤口與早期技術分析文獻分類。
90,漢弗萊・尼爾,Humphrey B. Neill,https://books.google.com/books/about/Tape_Reading_and_Market_Tactics.html?id=XuiREQAAQBAJ,source,,tape-reading,tape-reading;sentiment;price-action,,,,https://books.google.com/books/about/Tape_Reading_and_Market_Tactics.html?id=XuiREQAAQBAJ,https://books.google.com/books/about/Tape_Reading_and_Market_Tactics.html?id=XuiREQAAQBAJ,book_catalog,,,,,medium,seed_source,讀帶與逆向思考經典作者，適合情緒、盤口與早期技術分析文獻分類。
