concept_slug,concept_zh,concept_en,concept_family,expert_count_for_concept,comparison_rank,verdict_zh,verdict_en,expert_id,expert_rank_global,name_zh,name_en,relation_zh,relation_en,category,category_zh,category_en,comparison_score,expert_total_score,material_count,source_count,high_evidence_count,book_count,paper_article_count,strengths_zh,strengths_en,limitations_zh,limitations_en,difference_zh,difference_en,representative_materials_zh,representative_materials_en,evidence_profile_zh,evidence_profile_en
systems-trading,交易系統,Trading Systems,systems,15,4,重要補充,Important complement,stanley-kroll,25,史丹利・克羅爾,Stanley Kroll,交易系統,trading systems,indicator_creator,技術指標創作者,Indicator creator,72.1,18,3,2,0,1,0,有代表性書籍或教材可追溯,supported by traceable books or textbook material,實戰價值高，但公開可驗證研究材料可能較少,"strong practical value, but fewer publicly verifiable research records",史丹利・克羅爾的角色是「交易系統」，重點在動量、超買超賣、背離與趨勢強弱；趨勢辨識、均線、通道與趨勢跟隨；系統交易、規則設計與回測流程。,"Stanley Kroll is classified here as trading systems; the focus is momentum, overbought/oversold conditions, divergence, and trend strength; trend identification, moving averages, channels, and trend following; systematic trading, rule design, and backtesting.",《新技術交易者》（1994）；參考來源：https://www.fxcorporate.com/help/MS/LOGOUT/i_Vidya.html；參考來源：https://www.investopedia.com/terms/s/stochrsi.asp,The New Technical Trader (1994); Reference source: https://www.fxcorporate.com/help/MS/LOGOUT/i_Vidya.html; Reference source: https://www.investopedia.com/terms/s/stochrsi.asp,3 筆研究材料；2 個不同來源；0 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 0 high-evidence records; 1 book records; 0 paper/article records.
systems-trading,交易系統,Trading Systems,systems,15,5,重要補充,Important complement,alexander-elder,35,亞歷山大・艾爾德,Alexander Elder,Triple Screen,Triple Screen,indicator_creator,技術指標創作者,Indicator creator,70.9,24,2,2,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,亞歷山大・艾爾德的角色是「Triple Screen」，重點在動量、超買超賣、背離與趨勢強弱；量價關係、資金流與供需分析；系統交易、規則設計與回測流程。,"Alexander Elder is classified here as Triple Screen; the focus is momentum, overbought/oversold conditions, divergence, and trend strength; price-volume relationships, money flow, and supply/demand; systematic trading, rule design, and backtesting.",《以交易為生》（1993）；參考來源：https://www.investopedia.com/articles/trading/03/022603.asp,Trading for a Living (1993); Reference source: https://www.investopedia.com/articles/trading/03/022603.asp,2 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,2 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
systems-trading,交易系統,Trading Systems,systems,15,6,參考角色,Reference role,ralph-vince,97,拉爾夫・文斯,Ralph Vince,資金管理,money management,researcher_author,研究者兼作者,Researcher-author,66.8,22,3,3,3,1,1,有代表性書籍或教材可追溯；有論文或研究文章支撐；高證據等級來源較多,supported by traceable books or textbook material; supported by papers or research articles; has multiple high-evidence sources,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,拉爾夫・文斯的角色是「資金管理」，重點在市場寬度、內部強弱與指數健康度判讀；系統交易、規則設計與回測流程；實證檢驗、規則驗證與資料探勘風險控制。,"Ralph Vince is classified here as money management; the focus is market breadth, internal strength, and index health; systematic trading, rule design, and backtesting; empirical testing, rule validation, and data-mining control.",《資金管理數學》（1992）；原文題名：The Ripple Effect of Daily New Lows（2024）；參考來源：https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,The Mathematics of Money Management (1992); The Ripple Effect of Daily New Lows (2024); Reference source: https://cmtassociation.org/association/award-recognizing/charles-h-dow-award/,3 筆研究材料；3 個不同來源；3 筆高證據等級；書籍 1 筆；論文/文章 1 筆。,3 research materials; 3 distinct sources; 3 high-evidence records; 1 book records; 1 paper/article records.
systems-trading,交易系統,Trading Systems,systems,15,7,參考角色,Reference role,howard-bandy,60,霍華德・班迪,Howard Bandy,交易系統,trading systems,system_developer,交易系統開發者,Trading-system developer,65.2,18,3,2,1,2,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,實戰價值高，但公開可驗證研究材料可能較少,"strong practical value, but fewer publicly verifiable research records",霍華德・班迪的角色是「交易系統」，重點在系統交易、規則設計與回測流程；實證檢驗、規則驗證與資料探勘風險控制。,"Howard Bandy is classified here as trading systems; the focus is systematic trading, rule design, and backtesting; empirical testing, rule validation, and data-mining control.",《量化交易系統》（2007）；《交易系統績效建模》（2011）；參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,Quantitative Trading Systems (2007); Modeling Trading System Performance (2011); Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,3 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 2 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 1 high-evidence records; 2 book records; 0 paper/article records.
systems-trading,交易系統,Trading Systems,systems,15,8,參考角色,Reference role,jack-d-schwager,13,傑克・施瓦格,Jack D. Schwager,交易方法整理,trading-method compilation,author,經典著作作者,Classic author,64.2,20,4,3,2,2,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,實戰價值高，但公開可驗證研究材料可能較少,"strong practical value, but fewer publicly verifiable research records",傑克・施瓦格的角色是「交易方法整理」，重點在圖表型態、價格結構與支撐阻力；系統交易、規則設計與回測流程。,"Jack D. Schwager is classified here as trading-method compilation; the focus is chart patterns, price structure, and support/resistance; systematic trading, rule design, and backtesting.",原文題名：Market Wizards（1989）；《技術分析入門》（1999）；參考來源：https://www.amazon.com/Getting-Started-Technical-Analysis-Schwager/dp/0471295426；參考來源：https://www.investopedia.com/articles/personal-finance/090916/top-5-books-learn-technical-analysis.asp,Market Wizards (1989); Getting Started in Technical Analysis (1999); Reference source: https://www.amazon.com/Getting-Started-Technical-Analysis-Schwager/dp/0471295426; Reference source: https://www.investopedia.com/articles/personal-finance/090916/top-5-books-learn-technical-analysis.asp,4 筆研究材料；3 個不同來源；2 筆高證據等級；書籍 2 筆；論文/文章 0 筆。,4 research materials; 3 distinct sources; 2 high-evidence records; 2 book records; 0 paper/article records.
systems-trading,交易系統,Trading Systems,systems,15,9,參考角色,Reference role,murray-a-ruggiero-jr,58,穆雷・魯傑羅,Murray A. Ruggiero Jr.,交易系統,trading systems,system_developer,交易系統開發者,Trading-system developer,63.6,18,2,2,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,實戰價值高，但公開可驗證研究材料可能較少,"strong practical value, but fewer publicly verifiable research records",穆雷・魯傑羅的角色是「交易系統」，重點在系統交易、規則設計與回測流程；實證檢驗、規則驗證與資料探勘風險控制。,"Murray A. Ruggiero Jr. is classified here as trading systems; the focus is systematic trading, rule design, and backtesting; empirical testing, rule validation, and data-mining control.",《控制論交易策略》（1997）；參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,Cybernetic Trading Strategies (1997); Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,2 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,2 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
systems-trading,交易系統,Trading Systems,systems,15,10,參考角色,Reference role,robert-pardo,59,羅伯特・帕多,Robert Pardo,交易系統,trading systems,system_developer,交易系統開發者,Trading-system developer,63.6,18,2,2,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,實戰價值高，但公開可驗證研究材料可能較少,"strong practical value, but fewer publicly verifiable research records",羅伯特・帕多的角色是「交易系統」，重點在實證檢驗、規則驗證與資料探勘風險控制；系統交易、規則設計與回測流程。,"Robert Pardo is classified here as trading systems; the focus is empirical testing, rule validation, and data-mining control; systematic trading, rule design, and backtesting.",《交易系統設計、測試與最佳化》（1992）；參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,"Design, Testing, and Optimization of Trading Systems (1992); Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542",2 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,2 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
systems-trading,交易系統,Trading Systems,systems,15,11,參考角色,Reference role,glenn-neely,44,格倫・尼利,Glenn Neely,波浪規則,wave rules,author,經典著作作者,Classic author,63.1,20,4,3,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,格倫・尼利的角色是「波浪規則」，重點在波浪、分形結構與時間價格路徑；系統交易、規則設計與回測流程。,"Glenn Neely is classified here as wave rules; the focus is waves, fractal structure, and time-price paths; systematic trading, rule design, and backtesting.",《精通艾略特波浪》（1990）；參考來源：https://glennneely.com/；參考來源：https://www.amazon.com/Mastering-Elliott-Wave-Glenn-Neely/dp/0930233441；參考來源：https://www.neowave.com/product-book.asp,Mastering Elliott Wave (1990); Reference source: https://glennneely.com/; Reference source: https://www.amazon.com/Mastering-Elliott-Wave-Glenn-Neely/dp/0930233441; Reference source: https://www.neowave.com/product-book.asp,4 筆研究材料；3 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,4 research materials; 3 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
systems-trading,交易系統,Trading Systems,systems,15,12,參考角色,Reference role,thomas-stridsman,61,湯瑪斯・史翠茲曼,Thomas Stridsman,交易系統,trading systems,system_developer,交易系統開發者,Trading-system developer,62.55,17,2,2,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,實戰價值高，但公開可驗證研究材料可能較少,"strong practical value, but fewer publicly verifiable research records",湯瑪斯・史翠茲曼的角色是「交易系統」，重點在系統交易、規則設計與回測流程；實證檢驗、規則驗證與資料探勘風險控制；趨勢辨識、均線、通道與趨勢跟隨。,"Thomas Stridsman is classified here as trading systems; the focus is systematic trading, rule design, and backtesting; empirical testing, rule validation, and data-mining control; trend identification, moving averages, channels, and trend following.",《有效的交易系統》（2000）；參考來源：https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,Trading Systems That Work (2000); Reference source: https://guides.newman.baruch.cuny.edu/c.php?g=188442&p=1243542,2 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,2 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
systems-trading,交易系統,Trading Systems,systems,15,13,參考角色,Reference role,david-aronson,100,大衛・阿隆森,David Aronson,客觀規則,objective rules,academic_practitioner,學術與實務研究者,Academic-practitioner,62.25,21,3,2,0,1,0,有代表性書籍或教材可追溯,supported by traceable books or textbook material,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,大衛・阿隆森的角色是「客觀規則」，重點在實證檢驗、規則驗證與資料探勘風險控制；系統交易、規則設計與回測流程。,"David Aronson is classified here as objective rules; the focus is empirical testing, rule validation, and data-mining control; systematic trading, rule design, and backtesting.",《實證技術分析》（2006）；參考來源：https://www.amazon.com/Evidence-Based-Technical-Analysis-Scientific-Statistical/dp/0470008741；參考來源：https://www.wiley.com/en-ca/Evidence-Based%2BTechnical%2BAnalysis%3A%2BApplying%2Bthe%2BScientific%2BMethod%2Band%2BStatistical%2BInference%2Bto%2BTrading%2BSignals-p-9780470008744,Evidence-Based Technical Analysis (2006); Reference source: https://www.amazon.com/Evidence-Based-Technical-Analysis-Scientific-Statistical/dp/0470008741; Reference source: https://www.wiley.com/en-ca/Evidence-Based%2BTechnical%2BAnalysis%3A%2BApplying%2Bthe%2BScientific%2BMethod%2Band%2BStatistical%2BInference%2Bto%2BTrading%2BSignals-p-9780470008744,3 筆研究材料；2 個不同來源；0 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 0 high-evidence records; 1 book records; 0 paper/article records.
systems-trading,交易系統,Trading Systems,systems,15,14,參考角色,Reference role,hank-pruden,74,漢克・普魯登,Hank Pruden,三大交易技能,three trading skills,educator,技術分析教育者,Technical-analysis educator,61.55,21,3,3,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,實戰價值高，但公開可驗證研究材料可能較少,"strong practical value, but fewer publicly verifiable research records",漢克・普魯登的角色是「三大交易技能」，重點在量價關係、資金流與供需分析；系統交易、規則設計與回測流程。,"Hank Pruden is classified here as three trading skills; the focus is price-volume relationships, money flow, and supply/demand; systematic trading, rule design, and backtesting.",《頂尖交易的三項技能》（2007）；參考來源：https://chartschool.stockcharts.com/table-of-contents/market-analysis/wyckoff-analysis-articles/the-wyckoff-method-a-tutorial；參考來源：https://www.wyckoffanalytics.com/hank-pruden/,The Three Skills of Top Trading (2007); Reference source: https://chartschool.stockcharts.com/table-of-contents/market-analysis/wyckoff-analysis-articles/the-wyckoff-method-a-tutorial; Reference source: https://www.wyckoffanalytics.com/hank-pruden/,3 筆研究材料；3 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 3 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
systems-trading,交易系統,Trading Systems,systems,15,15,參考角色,Reference role,linda-bradford-raschke,53,琳達・布拉德福德・拉什克,Linda Bradford Raschke,高勝率策略,high-probability strategies,practitioner_author,實戰交易者兼作者,Practitioner-author,60.35,21,3,2,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,琳達・布拉德福德・拉什克的角色是「高勝率策略」，重點在圖表型態、價格結構與支撐阻力；突破、波動擴張與開盤區間交易；系統交易、規則設計與回測流程。,"Linda Bradford Raschke is classified here as high-probability strategies; the focus is chart patterns, price structure, and support/resistance; breakouts, volatility expansion, and opening-range trading; systematic trading, rule design, and backtesting.",《街頭智慧交易策略》（1996）；參考來源：https://lindaraschke.net/recommended-reading/；參考來源：https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,Street Smarts (1996); Reference source: https://lindaraschke.net/recommended-reading/; Reference source: https://www.amazon.com/Street-Smarts-Probability-Short-Term-Strategies/dp/0965046109,3 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
tape-reading,讀帶 / 盤口判讀,Tape Reading,charting,3,1,優勝,Winner,jesse-livermore,5,傑西・李佛摩,Jesse Livermore,代表性實踐者,representative practitioner,practitioner,實戰交易代表,Market practitioner,74.65,19,2,2,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多；在原創性、資料覆蓋與專屬性綜合評分最高,"supported by traceable books or textbook material; has multiple high-evidence sources; highest combined score for originality, evidence coverage, and indicator specificity",實戰價值高，但公開可驗證研究材料可能較少；優勝判斷是以本資料庫目前來源與評分規則為基準,"strong practical value, but fewer publicly verifiable research records; winner judgment is based on the current database sources and scoring rules",傑西・李佛摩的角色是「代表性實踐者」，重點在圖表型態、價格結構與支撐阻力；趨勢辨識、均線、通道與趨勢跟隨。,"Jesse Livermore is classified here as representative practitioner; the focus is chart patterns, price structure, and support/resistance; trend identification, moving averages, channels, and trend following.",《如何交易股票》（1940）；參考來源：https://en.wikipedia.org/wiki/Jesse_Livermore,How to Trade in Stocks (1940); Reference source: https://en.wikipedia.org/wiki/Jesse_Livermore,2 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,2 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
tape-reading,讀帶 / 盤口判讀,Tape Reading,charting,3,2,重要補充,Important complement,richard-d-wyckoff,4,理查・威科夫,Richard D. Wyckoff,讀帶,tape reading,foundation,理論奠基者,Foundational theorist,72.8,24,3,3,2,2,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,理查・威科夫的角色是「讀帶」，重點在量價關係、資金流與供需分析；圖表型態、價格結構與支撐阻力。,"Richard D. Wyckoff is classified here as tape reading; the focus is price-volume relationships, money flow, and supply/demand; chart patterns, price structure, and support/resistance.",《讀帶研究》（1910）；《我如何交易與投資股票和債券》（1924）；參考來源：https://chartschool.stockcharts.com/table-of-contents/market-analysis/wyckoff-analysis-articles/the-wyckoff-method-a-tutorial,Studies in Tape Reading (1910); How I Trade and Invest in Stocks and Bonds (1924); Reference source: https://chartschool.stockcharts.com/table-of-contents/market-analysis/wyckoff-analysis-articles/the-wyckoff-method-a-tutorial,3 筆研究材料；3 個不同來源；2 筆高證據等級；書籍 2 筆；論文/文章 0 筆。,3 research materials; 3 distinct sources; 2 high-evidence records; 2 book records; 0 paper/article records.
tape-reading,讀帶 / 盤口判讀,Tape Reading,charting,3,3,重要補充,Important complement,humphrey-b-neill,90,漢弗萊・尼爾,Humphrey B. Neill,經典作者,classic author,author,經典著作作者,Classic author,70.3,18,3,2,2,2,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,偏整理或推廣，原創性通常低於指標創作者,"more synthetic/promotional, usually less original than the indicator creator",漢弗萊・尼爾的角色是「經典作者」，重點在圖表型態、價格結構與支撐阻力；市場情緒、逆向指標與群眾心理。,"Humphrey B. Neill is classified here as classic author; the focus is chart patterns, price structure, and support/resistance; sentiment, contrarian indicators, and crowd psychology.",《讀帶與市場戰術》（1931）；《逆向思考的藝術》（1954）；參考來源：https://books.google.com/books/about/Tape_Reading_and_Market_Tactics.html?id=XuiREQAAQBAJ,Tape Reading and Market Tactics (1931); The Art of Contrary Thinking (1954); Reference source: https://books.google.com/books/about/Tape_Reading_and_Market_Tactics.html?id=XuiREQAAQBAJ,3 筆研究材料；2 個不同來源；2 筆高證據等級；書籍 2 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 2 high-evidence records; 2 book records; 0 paper/article records.
tema-dema,DEMA / TEMA,Double/Triple Exponential Moving Average,trend,1,1,優勝,Winner,patrick-g-mulloy,65,派翠克・馬洛伊,Patrick G. Mulloy,創始者,creator,indicator_creator,技術指標創作者,Indicator creator,101.45,19,3,3,1,0,1,最接近原始定義，適合作為該指標/方法的基準版本；有論文或研究文章支撐；高證據等級來源較多；在原創性、資料覆蓋與專屬性綜合評分最高,"closest to the original definition and best used as the benchmark version; supported by papers or research articles; has multiple high-evidence sources; highest combined score for originality, evidence coverage, and indicator specificity",原始版本仍需結合後續實證與現代市場條件；優勝判斷是以本資料庫目前來源與評分規則為基準,the original version should still be checked against later evidence and modern markets; winner judgment is based on the current database sources and scoring rules,派翠克・馬洛伊的角色是「創始者」，重點在趨勢辨識、均線、通道與趨勢跟隨。,"Patrick G. Mulloy is classified here as creator; the focus is trend identification, moving averages, channels, and trend following.",原文題名：Smoothing Data with Faster Moving Averages（1994）；參考來源：https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/triple-exponential-moving-average-tema；參考來源：https://www.investopedia.com/ask/answers/041315/why-triple-exponential-moving-average-tema-important-traders-and-analysts.asp,Smoothing Data with Faster Moving Averages (1994); Reference source: https://chartschool.stockcharts.com/table-of-contents/technical-indicators-and-overlays/technical-overlays/triple-exponential-moving-average-tema; Reference source: https://www.investopedia.com/ask/answers/041315/why-triple-exponential-moving-average-tema-important-traders-and-analysts.asp,3 筆研究材料；3 個不同來源；1 筆高證據等級；書籍 0 筆；論文/文章 1 筆。,3 research materials; 3 distinct sources; 1 high-evidence records; 0 book records; 1 paper/article records.
trend-following,趨勢跟隨,Trend Following,trend,20,1,優勝,Winner,richard-donchian,23,理查・唐奇安,Richard Donchian,趨勢跟隨先驅,trend-following pioneer,indicator_creator,技術指標創作者,Indicator creator,97.3,22,3,2,0,0,0,在原創性、資料覆蓋與專屬性綜合評分最高,"highest combined score for originality, evidence coverage, and indicator specificity",適合搭配優勝者資料交叉驗證；優勝判斷是以本資料庫目前來源與評分規則為基準,best used for cross-checking against the winning authority; winner judgment is based on the current database sources and scoring rules,理查・唐奇安的角色是「趨勢跟隨先驅」，重點在趨勢辨識、均線、通道與趨勢跟隨。,"Richard Donchian is classified here as trend-following pioneer; the focus is trend identification, moving averages, channels, and trend following.",原文題名：Commodity Trend Timing（1960）；參考來源：https://en.wikipedia.org/wiki/Richard_Donchian；參考來源：https://www.investopedia.com/donchian-channels-formula-8415235,Commodity Trend Timing (1960); Reference source: https://en.wikipedia.org/wiki/Richard_Donchian; Reference source: https://www.investopedia.com/donchian-channels-formula-8415235,3 筆研究材料；2 個不同來源；0 筆高證據等級；書籍 0 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 0 high-evidence records; 0 book records; 0 paper/article records.
trend-following,趨勢跟隨,Trend Following,trend,20,2,重要補充,Important complement,william-peter-hamilton,2,威廉・彼得・漢密爾頓,William Peter Hamilton,趨勢判讀,trend interpretation,foundation,理論奠基者,Foundational theorist,71.05,21,4,3,0,1,0,有代表性書籍或教材可追溯,supported by traceable books or textbook material,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,威廉・彼得・漢密爾頓的角色是「趨勢判讀」，重點在技術分析基本理論與市場趨勢框架；趨勢辨識、均線、通道與趨勢跟隨。,"William Peter Hamilton is classified here as trend interpretation; the focus is core technical-analysis theory and trend frameworks; trend identification, moving averages, channels, and trend following.",《股票市場晴雨表》（1922）；參考來源：https://archive.org/details/stockmarketbarom00hami；參考來源：https://openlibrary.org/books/OL7031671M/The_stock_market_barometer；參考來源：https://papers.ssrn.com/sol3/papers.cfm?abstract_id=58690,The Stock Market Barometer (1922); Reference source: https://archive.org/details/stockmarketbarom00hami; Reference source: https://openlibrary.org/books/OL7031671M/The_stock_market_barometer; Reference source: https://papers.ssrn.com/sol3/papers.cfm?abstract_id=58690,4 筆研究材料；3 個不同來源；0 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,4 research materials; 3 distinct sources; 0 high-evidence records; 1 book records; 0 paper/article records.
trend-following,趨勢跟隨,Trend Following,trend,20,3,重要補充,Important complement,daryl-guppy,62,達利・古比,Daryl Guppy,趨勢判讀,trend interpretation,indicator_creator,技術指標創作者,Indicator creator,69.75,21,2,2,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,達利・古比的角色是「趨勢判讀」，重點在趨勢辨識、均線、通道與趨勢跟隨。,"Daryl Guppy is classified here as trend interpretation; the focus is trend identification, moving averages, channels, and trend following.",《交易戰術》（1997）；參考來源：https://www.investopedia.com/terms/g/guppy-multiple-moving-average.asp,Trading Tactics (1997); Reference source: https://www.investopedia.com/terms/g/guppy-multiple-moving-average.asp,2 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,2 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
trend-following,趨勢跟隨,Trend Following,trend,20,4,重要補充,Important complement,etienne-botes,71,艾蒂安・博特斯,Etienne Botes,趨勢反轉,trend reversal,indicator_creator,技術指標創作者,Indicator creator,69.5,20,3,3,1,0,1,有論文或研究文章支撐；高證據等級來源較多,supported by papers or research articles; has multiple high-evidence sources,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,艾蒂安・博特斯的角色是「趨勢反轉」，重點在趨勢辨識、均線、通道與趨勢跟隨。,"Etienne Botes is classified here as trend reversal; the focus is trend identification, moving averages, channels, and trend following.",《Vortex 指標》（2010）；參考來源：https://traders.com/documentation/feedbk_docs/2010/01/Botes.html；參考來源：https://www.investopedia.com/terms/v/vortex-indicator-vi.asp,The Vortex Indicator (2010); Reference source: https://traders.com/documentation/feedbk_docs/2010/01/Botes.html; Reference source: https://www.investopedia.com/terms/v/vortex-indicator-vi.asp,3 筆研究材料；3 個不同來源；1 筆高證據等級；書籍 0 筆；論文/文章 1 筆。,3 research materials; 3 distinct sources; 1 high-evidence records; 0 book records; 1 paper/article records.
trend-following,趨勢跟隨,Trend Following,trend,20,5,重要補充,Important complement,douglas-siepman,72,道格拉斯・西普曼,Douglas Siepman,趨勢反轉,trend reversal,indicator_creator,技術指標創作者,Indicator creator,69.5,20,3,3,1,0,1,有論文或研究文章支撐；高證據等級來源較多,supported by papers or research articles; has multiple high-evidence sources,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,道格拉斯・西普曼的角色是「趨勢反轉」，重點在趨勢辨識、均線、通道與趨勢跟隨。,"Douglas Siepman is classified here as trend reversal; the focus is trend identification, moving averages, channels, and trend following.",《Vortex 指標》（2010）；參考來源：https://traders.com/documentation/feedbk_docs/2010/01/Botes.html；參考來源：https://www.investopedia.com/terms/v/vortex-indicator-vi.asp,The Vortex Indicator (2010); Reference source: https://traders.com/documentation/feedbk_docs/2010/01/Botes.html; Reference source: https://www.investopedia.com/terms/v/vortex-indicator-vi.asp,3 筆研究材料；3 個不同來源；1 筆高證據等級；書籍 0 筆；論文/文章 1 筆。,3 research materials; 3 distinct sources; 1 high-evidence records; 0 book records; 1 paper/article records.
trend-following,趨勢跟隨,Trend Following,trend,20,6,重要補充,Important complement,robert-rhea,3,羅伯特・里亞,Robert Rhea,趨勢確認,trend confirmation,foundation,理論奠基者,Foundational theorist,69.35,21,3,2,1,1,0,有代表性書籍或教材可追溯；高證據等級來源較多,supported by traceable books or textbook material; has multiple high-evidence sources,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,羅伯特・里亞的角色是「趨勢確認」，重點在技術分析基本理論與市場趨勢框架；趨勢辨識、均線、通道與趨勢跟隨。,"Robert Rhea is classified here as trend confirmation; the focus is core technical-analysis theory and trend frameworks; trend identification, moving averages, channels, and trend following.",《道氏理論》（1932）；參考來源：https://books.google.com/books/about/The_Dow_Theory.html?id=FO65ngEACAAJ；參考來源：https://openlibrary.org/books/OL6279382M/The_Dow_theory,The Dow Theory (1932); Reference source: https://books.google.com/books/about/The_Dow_Theory.html?id=FO65ngEACAAJ; Reference source: https://openlibrary.org/books/OL6279382M/The_Dow_theory,3 筆研究材料；2 個不同來源；1 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 1 high-evidence records; 1 book records; 0 paper/article records.
trend-following,趨勢跟隨,Trend Following,trend,20,7,重要補充,Important complement,goichi-hosoda,37,細田悟一,Goichi Hosoda,趨勢/支撐阻力,trend and support/resistance,indicator_creator,技術指標創作者,Indicator creator,69.3,22,3,2,0,1,0,有代表性書籍或教材可追溯,supported by traceable books or textbook material,適合搭配優勝者資料交叉驗證,best used for cross-checking against the winning authority,細田悟一的角色是「趨勢/支撐阻力」，重點在趨勢辨識、均線、通道與趨勢跟隨。,"Goichi Hosoda is classified here as trend and support/resistance; the focus is trend identification, moving averages, channels, and trend following.",《一目均衡表》（1969）；參考來源：https://www.investopedia.com/terms/i/ichimoku-cloud.asp；參考來源：https://www.swissquote.com/en-ch/private/inspire/blog/technical-analysis/what-ichimoku-kinko-hyo-trading-method,Ichimoku Kinko Hyo (1969); Reference source: https://www.investopedia.com/terms/i/ichimoku-cloud.asp; Reference source: https://www.swissquote.com/en-ch/private/inspire/blog/technical-analysis/what-ichimoku-kinko-hyo-trading-method,3 筆研究材料；2 個不同來源；0 筆高證據等級；書籍 1 筆；論文/文章 0 筆。,3 research materials; 2 distinct sources; 0 high-evidence records; 1 book records; 0 paper/article records.
